x1,x2
4.0,0.0
16.0,0.0
19.0,0.0
25.0,0.0
29.0,0.0
39.0,0.0
46.0,0.0
51.0,0.0
53.0,0.0
63.0,0.0
77.0,0.0
87.0,0.0
89.0,0.0
100.0,0.0
103.0,0.0
133.0,0.0
139.0,0.0
143.0,0.0
153.0,0.0
157.0,0.0
244.0,0.0
251.0,0.0
261.0,0.0
263.0,0.0
273.0,0.0
304.0,0.0
324.0,0.0
335.0,0.0
344.0,0.0
362.0,0.0
371.0,0.0
380.0,0.0
385.0,0.0
410.0,0.0
435.0,0.0
452.0,0.0
459.0,0.0
488.0,0.0
506.0,0.0
515.0,0.0
524.0,0.0
542.0,0.0
668.0,0.0
764.0,0.0
788.0,0.0
815.0,0.0
824.0,0.0
869.0,0.0
925.0,0.0
977.0,0.0
982.0,0.0
1112.0,0.0
1157.0,0.0
1223.0,0.0
1247.0,0.0
1274.0,0.0
1385.0,0.0
1394.0,0.0
1676.0,0.0
1681.0,0.0
1821.0,0.0
1834.0,0.0
2185.0,0.0
2336.0,0.0
2654.0,0.0
3509.0,0.0
3542.0,0.0
3554.0,0.0
3571.0,0.0
3600.0,0.0
3609.0,0.0
3616.0,0.0
3968.0,0.0
3993.0,0.0
4006.0,0.0
4040.0,0.0
4048.0,0.0
4057.0,0.0
4085.0,0.0
4096.0,0.0
4112.0,0.0
4452.0,0.0
4475.0,0.0
4539.0,0.0
4555.0,0.0
4565.0,0.0
4835.0,0.0
4900.0,0.0
4930.0,0.0
4949.0,0.0
4982.0,0.0
5291.0,0.0
5311.0,0.0
5363.0,0.0
5373.0,0.0
5383.0,0.0
5399.0,0.0
5401.0,0.0
5433.0,0.0
5714.0,0.0
5780.0,0.0
5798.0,0.0
5806.0,0.0
5834.0,0.0
5843.0,0.0
5852.0,0.0
5863.0,0.0
6140.0,0.0
6158.0,0.0
6165.0,0.0
6169.0,0.0
6224.0,0.0
6257.0,0.0
6293.0,0.0
6305.0,0.0
6310.0,0.0
6316.0,0.0
6332.0,0.0
6575.0,0.0
6591.0,0.0
6602.0,0.0
6607.0,0.0
6617.0,0.0
6638.0,0.0
6683.0,0.0
6749.0,0.0
6760.0,0.0
6785.0,0.0
6992.0,0.0
6994.0,0.0
7018.0,0.0
7032.0,0.0
7042.0,0.0
7048.0,0.0
7063.0,0.0
7073.0,0.0
7092.0,0.0
7114.0,0.0
7208.0,0.0
7229.0,0.0
7435.0,0.0
7444.0,0.0
7447.0,0.0
7462.0,0.0
7476.0,0.0
7483.0,0.0
7507.0,0.0
7517.0,0.0
7538.0,0.0
7550.0,0.0
7583.0,0.0
7612.0,0.0
7887.0,0.0
7897.0,0.0
7902.0,0.0
7909.0,0.0
7920.0,0.0
7934.0,0.0
7943.0,0.0
7952.0,0.0
7982.0,0.0
7997.0,0.0
8018.0,0.0
8081.0,0.0
8341.0,0.0
8348.0,0.0
8369.0,0.0
8377.0,0.0
8382.0,0.0
8394.0,0.0
8400.0,0.0
8414.0,0.0
8435.0,0.0
8461.0,0.0
8471.0,0.0
8785.0,0.0
8822.0,0.0
8827.0,0.0
8846.0,0.0
8864.0,0.0
8894.0,0.0
8921.0,0.0
8930.0,0.0
8938.0,0.0
8989.0,0.0
9312.0,0.0
9322.0,0.0
9339.0,0.0
9349.0,0.0
9368.0,0.0
9373.0,0.0
9386.0,0.0
9391.0,0.0
9458.0,0.0
9507.0,0.0
9763.0,0.0
9768.0,0.0
9791.0,0.0
9800.0,0.0
9815.0,0.0
9821.0,0.0
9826.0,0.0
9836.0,0.0
9955.0,0.0
10201.0,0.0
10217.0,0.0
10223.0,0.0
10232.0,0.0
10259.0,0.0
10263.0,0.0
10292.0,0.0
10298.0,0.0
10319.0,0.0
10670.0,0.0
10677.0,0.0
10694.0,0.0
10702.0,0.0
10721.0,0.0
10722.0,0.0
10735.0,0.0
10778.0,0.0
11130.0,0.0
11165.0,0.0
11171.0,0.0
11180.0,0.0
11614.0,0.0
11631.0,0.0
12080.0,0.0
12088.0,0.0
12113.0,0.0
12554.0,0.0
12572.0,0.0
12865.0,0.0
12890.0,0.0
12901.0,0.0
13315.0,0.0
13328.0,0.0
13370.0,0.0
13580.0,0.0
13744.0,0.0
13767.0,0.0
13787.0,0.0
14039.0,0.0
14197.0,0.0
14205.0,0.0
14215.0,0.0
14666.0,0.0
14684.0,0.0
14705.0,0.0
14722.0,0.0
14738.0,0.0
14760.0,0.0
15164.0,0.0
15191.0,0.0
15197.0,0.0
15209.0,0.0
15224.0,0.0
15236.0,0.0
15617.0,0.0
15622.0,0.0
15628.0,0.0
15653.0,0.0
16078.0,0.0
16096.0,0.0
16488.0,0.0
16505.0,0.0
16958.0,0.0
17034.0,0.0
17048.0,0.0
17214.0,0.0
17231.0,0.0
17385.0,0.0
17402.0,0.0
17417.0,0.0
17467.0,0.0
17482.0,0.0
17491.0,0.0
17929.0,0.0
17954.0,0.0
18254.0,0.0
18259.0,0.0
18397.0,0.0
18671.0,0.0
19117.0,0.0
19130.0,0.0
19142.0,0.0
19223.0,0.0
19225.0,0.0
19559.0,0.0
19586.0,0.0
19601.0,0.0
19624.0,0.0
19642.0,0.0
19667.0,0.0
19682.0,0.0
19694.0,0.0
20018.0,0.0
20030.0,0.0
20093.0,0.0
20108.0,0.0
20126.0,0.0
20134.0,0.0
20205.0,0.0
20489.0,0.0
20547.0,0.0
20560.0,0.0
20654.0,0.0
20909.0,0.0
20974.0,0.0
21337.0,0.0
21353.0,0.0
21368.0,0.0
21376.0,0.0
21401.0,0.0
21443.0,0.0
21515.0,0.0
21553.0,0.0
21799.0,0.0
21812.0,0.0
21839.0,0.0
21847.0,0.0
21860.0,0.0
21966.0,0.0
22015.0,0.0
22191.0,0.0
22207.0,0.0
22262.0,0.0
22484.0,0.0
22593.0,0.0
22617.0,0.0
22629.0,0.0
22631.0,0.0
22647.0,0.0
22804.0,0.0
22814.0,0.0
22823.0,0.0
22829.0,0.0
22842.0,0.0
22853.0,0.0
22895.0,0.0
22899.0,0.0
22909.0,0.0
22937.0,0.0
22943.0,0.0
22961.0,0.0
23045.0,0.0
23109.0,0.0
23127.0,0.0
23134.0,0.0
23138.0,0.0
23151.0,0.0
23163.0,0.0
23172.0,0.0
23173.0,0.0
23190.0,0.0
23217.0,0.0
23244.0,0.0
23250.0,0.0
23265.0,0.0
23277.0,0.0
23289.0,0.0
23305.0,0.0
23314.0,0.0
23325.0,0.0
23333.0,0.0
23338.0,0.0
23469.0,0.0
23557.0,0.0
23567.0,0.0
23582.0,0.0
23600.0,0.0
23613.0,0.0
23625.0,0.0
23668.0,0.0
23722.0,0.0
23733.0,0.0
23777.0,0.0
23787.0,0.0
23913.0,0.0
23958.0,0.0
24017.0,0.0
24051.0,0.0
24061.0,0.0
24078.0,0.0
24186.0,0.0
24192.0,0.0
24470.0,0.0
24486.0,0.0
24931.0,0.0
24940.0,0.0
24950.0,0.0
24993.0,0.0
25137.0,0.0
25411.0,0.0
25420.0,0.0
25436.0,0.0
25448.0,0.0
