9,24,32,104,0,0,0,0,0,0
1,15,25,33,41,110,0,0,0,0
5,19,34,42,48,116,0,0,0,0
11,43,49,120,0,0,0,0,0,0
3,8,31,54,62,126,0,0,0,0
2,7,14,21,40,55,63,71,135,0
6,13,18,27,47,64,72,78,144,0
12,17,36,73,79,150,0,0,0,0
23,30,61,82,87,156,0,0,0,0
22,29,39,51,70,83,88,93,165,0
28,38,46,57,77,89,94,98,174,0
37,45,66,95,99,180,0,0,0,0
53,60,86,184,0,0,0,0,0,0
52,59,69,81,92,190,0,0,0,0
58,68,76,85,97,196,0,0,0,0
67,75,91,200,0,0,0,0,0,0
4,109,124,132,0,0,0,0,0,0
10,101,115,125,133,141,0,0,0,0
16,105,119,134,142,148,0,0,0,0
20,111,143,149,0,0,0,0,0,0
26,103,108,131,154,162,0,0,0,0
35,102,107,114,121,140,155,163,171,0
44,106,113,118,127,147,164,172,178,0
50,112,117,136,173,179,0,0,0,0
56,123,130,161,182,187,0,0,0,0
65,122,129,139,151,170,183,188,193,0
74,128,138,146,157,177,189,194,198,0
80,137,145,166,195,199,0,0,0,0
84,153,160,186,0,0,0,0,0,0
90,152,159,169,181,192,0,0,0,0
96,158,168,176,185,197,0,0,0,0
100,167,175,191,0,0,0,0,0,0
