x1,x2
2.0,0.0
148.0,0.0
367.0,0.0
586.0,0.0
805.0,0.0
1024.0,0.0
1243.0,0.0
1462.0,0.0
1681.0,0.0
1900.0,0.0
2119.0,0.0
2338.0,0.0
2557.0,0.0
2776.0,0.0
2995.0,0.0
3214.0,0.0
3433.0,0.0
3652.0,0.0
3871.0,0.0
4090.0,0.0
4309.0,0.0
4528.0,0.0
4747.0,0.0
