1,7,2
1,8,3
2,43,3
2,45,1
3,33,2
3,37,1
257,263,258
257,264,259
258,299,259
258,301,257
259,289,258
259,293,257
5,13,6
5,14,7
6,52,7
6,54,5
7,39,6
7,43,8
7,44,9
7,46,5
8,33,7
8,36,9
9,2,7
9,3,8
261,269,262
261,270,263
262,308,263
262,310,261
263,295,262
263,299,264
263,300,265
263,302,261
264,289,263
264,292,265
265,258,263
265,259,264
11,19,12
11,20,13
12,61,13
12,63,11
13,48,12
13,52,14
13,53,15
13,55,11
14,39,13
14,45,15
15,6,13
15,7,14
267,275,268
267,276,269
268,317,269
268,319,267
269,304,268
269,308,270
269,309,271
269,311,267
270,295,269
270,301,271
271,262,269
271,263,270
17,25,18
17,26,19
18,70,19
18,72,17
19,57,18
19,61,20
19,62,21
19,64,17
20,48,19
20,54,21
21,12,19
21,13,20
273,281,274
273,282,275
274,326,275
274,328,273
275,313,274
275,317,276
275,318,277
275,320,273
276,304,275
276,310,277
277,268,275
277,269,276
23,29,24
23,30,25
24,77,25
24,79,23
25,66,24
25,70,26
25,71,27
25,73,23
26,57,25
26,63,27
27,18,25
27,19,26
279,285,280
279,286,281
280,333,281
280,335,279
281,322,280
281,326,282
281,327,283
281,329,279
282,313,281
282,319,283
283,274,281
283,275,282
29,77,30
29,78,31
30,66,29
30,72,31
31,24,29
31,25,30
285,333,286
285,334,287
286,322,285
286,328,287
287,280,285
287,281,286
33,41,34
33,42,35
33,44,36
33,45,37
34,91,35
34,93,33
35,81,34
35,85,33
36,1,37
36,2,33
37,7,33
37,9,36
289,297,290
289,298,291
289,300,292
289,301,293
290,347,291
290,349,289
291,337,290
291,341,289
292,257,293
292,258,289
293,263,289
293,265,292
39,50,40
39,51,41
39,53,45
39,54,46
40,100,41
40,102,39
41,87,40
41,91,42
41,92,43
41,94,39
42,81,41
42,84,43
43,34,41
43,35,42
43,36,44
43,37,45
44,1,45
44,3,43
45,5,46
45,6,39
45,8,43
45,9,44
46,13,39
46,15,45
295,306,296
295,307,297
295,309,301
295,310,302
296,356,297
296,358,295
297,343,296
297,347,298
297,348,299
297,350,295
298,337,297
298,340,299
299,290,297
299,291,298
299,292,300
299,293,301
300,257,301
300,259,299
301,261,302
301,262,295
301,264,299
301,265,300
302,269,295
302,271,301
48,59,49
48,60,50
48,62,54
48,63,55
49,109,50
49,111,48
50,96,49
50,100,51
50,101,52
50,103,48
51,87,50
51,93,52
52,40,50
52,41,51
52,45,53
52,46,54
53,5,54
53,7,52
54,11,55
54,12,48
54,14,52
54,15,53
55,19,48
55,21,54
304,315,305
304,316,306
304,318,310
304,319,311
305,365,306
305,367,304
306,352,305
306,356,307
306,357,308
306,359,304
307,343,306
307,349,308
308,296,306
308,297,307
308,301,309
308,302,310
309,261,310
309,263,308
310,267,311
310,268,304
310,270,308
310,271,309
311,275,304
311,277,310
57,68,58
57,69,59
57,71,63
57,72,64
58,118,59
58,120,57
59,105,58
59,109,60
59,110,61
59,112,57
60,96,59
60,102,61
61,49,59
61,50,60
61,54,62
61,55,63
62,11,63
62,13,61
63,17,64
63,18,57
63,20,61
63,21,62
64,25,57
64,27,63
313,324,314
313,325,315
313,327,319
313,328,320
314,374,315
314,376,313
315,361,314
315,365,316
315,366,317
315,368,313
316,352,315
316,358,317
317,305,315
317,306,316
317,310,318
317,311,319
318,267,319
318,269,317
319,273,320
319,274,313
319,276,317
319,277,318
320,281,313
320,283,319
66,75,67
66,76,68
66,78,72
66,79,73
67,125,68
67,127,66
68,114,67
68,118,69
68,119,70
68,121,66
69,105,68
69,111,70
70,58,68
70,59,69
70,63,71
70,64,72
71,17,72
71,19,70
72,23,73
72,24,66
72,26,70
72,27,71
73,29,66
73,31,72
322,331,323
322,332,324
322,334,328
322,335,329
323,381,324
323,383,322
324,370,323
324,374,325
324,375,326
324,377,322
325,361,324
325,367,326
326,314,324
326,315,325
326,319,327
326,320,328
327,273,328
327,275,326
328,279,329
328,280,322
328,282,326
328,283,327
329,285,322
329,287,328
75,125,76
75,126,77
76,114,75
76,120,77
77,67,75
77,68,76
77,72,78
77,73,79
78,23,79
78,25,77
79,30,77
79,31,78
331,381,332
331,382,333
332,370,331
332,376,333
333,323,331
333,324,332
333,328,334
333,329,335
334,279,335
334,281,333
335,286,333
335,287,334
81,89,82
81,90,83
81,92,84
81,93,85
82,139,83
82,141,81
83,129,82
83,133,81
84,33,85
84,34,81
85,41,81
85,43,84
337,345,338
337,346,339
337,348,340
337,349,341
338,395,339
338,397,337
339,385,338
339,389,337
340,289,341
340,290,337
341,297,337
341,299,340
87,98,88
87,99,89
87,101,93
87,102,94
88,148,89
88,150,87
89,135,88
89,139,90
89,140,91
89,142,87
90,129,89
90,132,91
91,82,89
91,83,90
91,84,92
91,85,93
92,33,93
92,35,91
93,39,94
93,40,87
93,42,91
93,43,92
94,50,87
94,52,93
343,354,344
343,355,345
343,357,349
343,358,350
344,404,345
344,406,343
345,391,344
345,395,346
345,396,347
345,398,343
346,385,345
346,388,347
347,338,345
347,339,346
347,340,348
347,341,349
348,289,349
348,291,347
349,295,350
349,296,343
349,298,347
349,299,348
350,306,343
350,308,349
96,107,97
96,108,98
96,110,102
96,111,103
97,157,98
97,159,96
98,144,97
98,148,99
98,149,100
98,151,96
99,135,98
99,141,100
100,88,98
100,89,99
100,93,101
100,94,102
101,39,102
101,41,100
102,48,103
102,49,96
102,51,100
102,52,101
103,59,96
103,61,102
352,363,353
352,364,354
352,366,358
352,367,359
353,413,354
353,415,352
354,400,353
354,404,355
354,405,356
354,407,352
355,391,354
355,397,356
356,344,354
356,345,355
356,349,357
356,350,358
357,295,358
357,297,356
358,304,359
358,305,352
358,307,356
358,308,357
359,315,352
359,317,358
105,116,106
105,117,107
105,119,111
105,120,112
106,166,107
106,168,105
107,153,106
107,157,108
107,158,109
107,160,105
108,144,107
108,150,109
109,97,107
109,98,108
109,102,110
