x1,x2
3.0,0.0
305.0,0.0
758.0,0.0
1211.0,0.0
1663.0,0.0
2122.0,0.0
2585.0,0.0
3038.0,0.0
3491.0,0.0
3544.0,0.0
3943.0,0.0
3979.0,0.0
3997.0,0.0
4010.0,0.0
4404.0,0.0
4413.0,0.0
4429.0,0.0
4432.0,0.0
4447.0,0.0
4458.0,0.0
4468.0,0.0
4898.0,0.0
4930.0,0.0
5392.0,0.0
5854.0,0.0
6316.0,0.0
6646.0,0.0
6661.0,0.0
6778.0,0.0
7109.0,0.0
7127.0,0.0
7240.0,0.0
7702.0,0.0
8005.0,0.0
8011.0,0.0
8164.0,0.0
8407.0,0.0
8468.0,0.0
8477.0,0.0
8626.0,0.0
8873.0,0.0
8911.0,0.0
9088.0,0.0
9374.0,0.0
9550.0,0.0
10012.0,0.0
10474.0,0.0
10936.0,0.0
11398.0,0.0
11860.0,0.0
12322.0,0.0
12784.0,0.0
13246.0,0.0
13708.0,0.0
14170.0,0.0
14632.0,0.0
15094.0,0.0
15556.0,0.0
16018.0,0.0
16480.0,0.0
16942.0,0.0
17404.0,0.0
17866.0,0.0
18328.0,0.0
18754.0,0.0
18790.0,0.0
19220.0,0.0
19252.0,0.0
19642.0,0.0
19714.0,0.0
20095.0,0.0
20108.0,0.0
20176.0,0.0
20530.0,0.0
20539.0,0.0
20548.0,0.0
20561.0,0.0
20638.0,0.0
20974.0,0.0
20983.0,0.0
20996.0,0.0
21005.0,0.0
21014.0,0.0
21100.0,0.0
21400.0,0.0
21409.0,0.0
21418.0,0.0
21440.0,0.0
21449.0,0.0
21562.0,0.0
21866.0,0.0
21875.0,0.0
21884.0,0.0
21889.0,0.0
22024.0,0.0
22234.0,0.0
22243.0,0.0
22252.0,0.0
22261.0,0.0
22270.0,0.0
22279.0,0.0
22288.0,0.0
22297.0,0.0
22306.0,0.0
22315.0,0.0
22324.0,0.0
22333.0,0.0
22342.0,0.0
22355.0,0.0
22486.0,0.0
22632.0,0.0
22638.0,0.0
22644.0,0.0
22650.0,0.0
22656.0,0.0
22662.0,0.0
22668.0,0.0
22674.0,0.0
22680.0,0.0
22686.0,0.0
22692.0,0.0
22698.0,0.0
22704.0,0.0
